GameName,GameTypeId,Images,Operator/Code,ProviderId
MINES,Slots,"[{""GameImageId"":11033,""GameId"":0,""ImageKey"":""animatedFeaturedGameV2"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/Mines_featuredBanner_animated_1753369736760.webp""},{""GameImageId"":11031,""GameId"":0,""ImageKey"":""animatedSquare"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/Mines_square_animated_1753369784926.webp""},{""GameImageId"":11032,""GameId"":0,""ImageKey"":""animatedTallTile"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/Mines_tall_animated_1753369768253.webp""},{""GameImageId"":16499,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/FeaturedBreakout_MINES_978x411_1758185567776.png""},{""GameImageId"":9285,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/MINES_featuredBanner_1753369717572.jpg""},{""GameImageId"":6409,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/MINES_square_1753369706435.jpg""},{""GameImageId"":6408,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/MINES_square_1753369699423.jpg""},{""GameImageId"":16361,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/JumboBreakout_Mines_510x510_1758038974931.png""},{""GameImageId"":9462,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/42124e07-2889-4213-8e4c-f2bccd050d10/MINES_tall_1753369724844.jpg""}]",GNOG,DraftKings
Quakey Shakey,Slots,"[{""GameImageId"":10851,""GameId"":0,""ImageKey"":""animatedFeaturedGameV2"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QuakeyShakey_TileAnimation_Banner_1731528581542.webp""},{""GameImageId"":10849,""GameId"":0,""ImageKey"":""animatedSquare"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QuakeyShakey_TileAnimation_Square_1731528567792.webp""},{""GameImageId"":10850,""GameId"":0,""ImageKey"":""animatedTallTile"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QuakeyShakey_TileAnimation_Tall_1731528574839.webp""},{""GameImageId"":16501,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/FeaturedBreakout_QuakeyShakey_978x411_1758185616743.png""},{""GameImageId"":10125,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QS_featuredBanner.jpg""},{""GameImageId"":6675,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/quakeyShakey_round (2).png""},{""GameImageId"":6674,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/quakeyShakey_square (1).jpg""},{""GameImageId"":16363,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/JumboBreakoutQuakeyShakey510x510_1758039001928.png""},{""GameImageId"":11030,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QS_tall_1733174265195.jpg""}]",GNOG,DraftKings
Quakey Shakey,Slots,"[{""GameImageId"":10851,""GameId"":0,""ImageKey"":""animatedFeaturedGameV2"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QuakeyShakey_TileAnimation_Banner_1731528581542.webp""},{""GameImageId"":10849,""GameId"":0,""ImageKey"":""animatedSquare"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QuakeyShakey_TileAnimation_Square_1731528567792.webp""},{""GameImageId"":10850,""GameId"":0,""ImageKey"":""animatedTallTile"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QuakeyShakey_TileAnimation_Tall_1731528574839.webp""},{""GameImageId"":16501,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/FeaturedBreakout_QuakeyShakey_978x411_1758185616743.png""},{""GameImageId"":10125,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QS_featuredBanner.jpg""},{""GameImageId"":6675,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/quakeyShakey_round (2).png""},{""GameImageId"":6674,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/quakeyShakey_square (1).jpg""},{""GameImageId"":16363,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/JumboBreakoutQuakeyShakey510x510_1758039001928.png""},{""GameImageId"":11030,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/73a00c72-2b40-4a9d-ba54-799f8c9d5386/QS_tall_1733174265195.jpg""}]",GNOG,DraftKings
Coin Connect,Slots,"[{""GameImageId"":13127,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/CoinConnect_featuredBanner_1742916167456.png""},{""GameImageId"":4963,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/coinConnect_square_1742916154218.jpg""},{""GameImageId"":4962,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/coinConnect_square_1742916142435.jpg""},{""GameImageId"":13126,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/CoinConnect_tall_1742916161513.png""}]",GNOG,DraftKings
Coin Connect,Slots,"[{""GameImageId"":13127,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/CoinConnect_featuredBanner_1742916167456.png""},{""GameImageId"":4963,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/coinConnect_square_1742916154218.jpg""},{""GameImageId"":4962,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/coinConnect_square_1742916142435.jpg""},{""GameImageId"":13126,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3dd21797-730b-4a1d-9591-e9cca11b61c7/CoinConnect_tall_1742916161513.png""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Reel Wheel Cash Deal,Slots,"[{""GameImageId"":16506,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/FeaturedBreakout_ReelWheelCashDeal_978x411_1758185716523.png""},{""GameImageId"":12896,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222878728.jpg""},{""GameImageId"":12895,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/Reel Wheel Cash Deal_1742222873607.jpg""},{""GameImageId"":16366,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/JumboBreakout_ReelWheelCashDeal_510x510_1758039139439.png""},{""GameImageId"":13716,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/eeb294a1-241d-4e96-9214-61d23ccbc129/RWCD_tall_1745511490992.jpg""}]",GNOG,DraftKings
Rocket 2,Slots,"[{""GameImageId"":10856,""GameId"":0,""ImageKey"":""animatedSquare"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/Rocket2_1731528809929.webp""},{""GameImageId"":10861,""GameId"":0,""ImageKey"":""animatedTallTile"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/Rocket2_tall_1731616843262.webp""},{""GameImageId"":16509,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/FeaturedBreakout_Rocket2_978x411_1758185794388.png""},{""GameImageId"":8344,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_featuredBanner.jpg""},{""GameImageId"":7822,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_square.jpg""},{""GameImageId"":7821,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_square.jpg""},{""GameImageId"":16367,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/JumboBreakout_Rocket2_510x510_1758039162742.png""},{""GameImageId"":9365,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_tall.jpg""}]",GNOG,DraftKings2
Rocket 2,Slots,"[{""GameImageId"":10856,""GameId"":0,""ImageKey"":""animatedSquare"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/Rocket2_1731528809929.webp""},{""GameImageId"":10861,""GameId"":0,""ImageKey"":""animatedTallTile"",""ImageName"":""https://casino.draftkings.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/Rocket2_tall_1731616843262.webp""},{""GameImageId"":16509,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/FeaturedBreakout_Rocket2_978x411_1758185794388.png""},{""GameImageId"":8344,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_featuredBanner.jpg""},{""GameImageId"":7822,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_square.jpg""},{""GameImageId"":7821,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_square.jpg""},{""GameImageId"":16367,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/JumboBreakout_Rocket2_510x510_1758039162742.png""},{""GameImageId"":9365,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/2f544467-cb94-4dc1-b44d-fdcf785a278a/rocket2_tall.jpg""}]",GNOG,DraftKings2
NHL Slapshot,Slots,"[{""GameImageId"":5405,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_featuredBanner_1745360352827.jpg""},{""GameImageId"":4523,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_slapshot_square_1745360347249.jpg""},{""GameImageId"":4522,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_slapshot_square_1745360342198.jpg""},{""GameImageId"":13664,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_tall_1745360358426.jpg""}]",GNOG,DraftKings2
NHL Slapshot,Slots,"[{""GameImageId"":5405,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_featuredBanner_1745360352827.jpg""},{""GameImageId"":4523,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_slapshot_square_1745360347249.jpg""},{""GameImageId"":4522,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_slapshot_square_1745360342198.jpg""},{""GameImageId"":13664,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings2/908ee9d4-a5f6-430d-a05f-fcad061cbb29/NHL_tall_1745360358426.jpg""}]",GNOG,DraftKings2
Fa Cai Fortunes,Slots,"[{""GameImageId"":16495,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FeaturedBreakout_FaCaiFortunes_978x411_1758185488028.png""},{""GameImageId"":9752,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FCF_featuredBanner_1737586935932.jpg""},{""GameImageId"":7315,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FaCaiFortunes_square (1).jpg""},{""GameImageId"":7314,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FCF_square_1737586927604.jpg""},{""GameImageId"":16357,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/JumboBreakout_Fa CaiFortunes_510x510_1758038906524.png""},{""GameImageId"":11885,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FCF_tall_1737586945486.jpg""}]",GNOG,DraftKings
Fa Cai Fortunes,Slots,"[{""GameImageId"":16495,""GameId"":0,""ImageKey"":""featuredGameBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FeaturedBreakout_FaCaiFortunes_978x411_1758185488028.png""},{""GameImageId"":9752,""GameId"":0,""ImageKey"":""featuredGameV2"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FCF_featuredBanner_1737586935932.jpg""},{""GameImageId"":7315,""GameId"":0,""ImageKey"":""round"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FaCaiFortunes_square (1).jpg""},{""GameImageId"":7314,""GameId"":0,""ImageKey"":""square"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FCF_square_1737586927604.jpg""},{""GameImageId"":16357,""GameId"":0,""ImageKey"":""squareBreakout"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/JumboBreakout_Fa CaiFortunes_510x510_1758038906524.png""},{""GameImageId"":11885,""GameId"":0,""ImageKey"":""tallTile"",""ImageName"":""https://www.goldennuggetcasino.com/static/games/DraftKings/3b74b6db-f859-4951-ba3b-ed47b89b613b/FCF_tall_1737586945486.jpg""}]",GNOG,DraftKings
